0.06770325,8.002914
0.18969727,8.004242
0.26270294,8.004963
0.37270355,8.005415
0.4626999,8.005725
0.5597,8.005939
0.6677017,8.006097
0.7637024,8.006245
0.8627014,8.006245
1.0,8.006245
1.0999985,8.006245
1.1626968,8.006245
1.2746964,8.006245
1.4000015,8.006646
1.4617004,8.006646
1.5626984,8.006646
1.6647034,8.006821
1.762703,8.006864
1.8587036,8.006884
1.9617004,8.006911
2.0999985,8.006943
2.199997,8.006962
2.300003,8.006989
2.3686981,8.007006
2.5,8.007025
2.5999985,8.007041
2.660698,8.007059
2.7586975,8.007078
2.8787003,8.007077
2.958702,8.007077
3.0998993,8.007108
3.1998978,8.007108
3.2757034,8.007108
3.3656998,8.007161
3.4717026,8.00717
3.5998993,8.007173
3.6677017,8.007188
3.7667007,8.007188
3.8656998,8.007188
3.9999008,8.007212
4.0766983,8.007212
4.1616974,8.007212
4.2657013,8.007235
4.361702,8.007241
4.4717026,8.007253
4.5998993,8.007257
4.662697,8.007266
4.7617035,8.007266
4.877701,8.007277
4.967697,8.007271
