POLY_0_0_14;40;-1199;-45;39.9635443704902;-1199;-45.6026834012766;39.8547090871302;-1199;-46.1965783214378;39.675081213427;-1199;-46.7730244352127;39.427280128266;-1199;-47.3236158602189;39.1149193294683;-1199;-47.8403237336558;38.7425537408555;-1199;-48.315613291204;38.3156132912039;-1199;-48.7425537408555;37.8403237336557;-1199;-49.1149193294683;37.3236158602188;-1199;-49.4272801282661;36.7730244352126;-1199;-49.6750812134271;36.1965783214378;-1199;-49.8547090871303;35.6026834012766;-1199;-49.9635443704903;35;-1199;-50
POLY_0_0_28;35;1199;-50;35.6026834012766;1199;-49.9635443704903;36.1965783214378;1199;-49.8547090871303;36.7730244352126;1199;-49.6750812134271;37.3236158602188;1199;-49.4272801282661;37.8403237336558;1199;-49.1149193294683;38.315613291204;1199;-48.7425537408555;38.7425537408555;1199;-48.315613291204;39.1149193294683;1199;-47.8403237336558;39.427280128266;1199;-47.3236158602189;39.675081213427;1199;-46.7730244352127;39.8547090871302;1199;-46.1965783214378;39.9635443704902;1199;-45.6026834012766;40;1199;-45
POLY_0_0_30;9.99999999999999;-1243;-50;-1.11022302462516E-14;-1233.20204102887;-50
POLY_0_0_32;-1.11022302462516E-14;-1233.20204102887;-50;-10;-1243;-50
POLY_0_0_34;-35;-1243;-50;-10;-1243;-50
POLY_0_0_36;-10;1243;-50;-35;1243;-50
POLY_0_0_38;-10;1243;-50;-1.11022302462516E-14;1233.20204102887;-50
POLY_0_0_40;-1.11022302462516E-14;1233.20204102887;-50;9.99999999999999;1243;-50
POLY_0_0_42;22;1243;-50;9.99999999999999;1243;-50
POLY_0_0_44;22;1243;-50;30;1236;-50
POLY_0_0_46;30;1236;-50;33;1199;-50
POLY_0_0_48;33;1199;-50;35;1199;-50
POLY_0_0_50;35;-1199;-50;33;-1199;-50
POLY_0_0_52;33;-1199;-50;30;-1236;-50
POLY_0_0_54;30;-1236;-50;22;-1243;-50
POLY_0_0_56;9.99999999999999;-1243;-50;22;-1243;-50
POLY_0_0_70;-40;-1243;-45;-39.9635443704903;-1243;-45.6026834012766;-39.8547090871303;-1243;-46.1965783214378;-39.6750812134271;-1243;-46.7730244352127;-39.4272801282661;-1243;-47.3236158602188;-39.1149193294683;-1243;-47.8403237336558;-38.7425537408555;-1243;-48.315613291204;-38.315613291204;-1243;-48.7425537408555;-37.8403237336558;-1243;-49.1149193294683;-37.3236158602189;-1243;-49.427280128266;-36.7730244352127;-1243;-49.6750812134271;-36.1965783214378;-1243;-49.8547090871303;-35.6026834012766;-1243;-49.9635443704903;-35;-1243;-50
POLY_0_0_84;-35;1243;-50;-35.6026834012766;1243;-49.9635443704903;-36.1965783214378;1243;-49.8547090871303;-36.7730244352127;1243;-49.6750812134271;-37.3236158602189;1243;-49.427280128266;-37.8403237336558;1243;-49.1149193294683;-38.315613291204;1243;-48.7425537408555;-38.7425537408555;1243;-48.315613291204;-39.1149193294683;1243;-47.8403237336558;-39.4272801282661;1243;-47.3236158602188;-39.6750812134271;1243;-46.7730244352127;-39.8547090871303;1243;-46.1965783214378;-39.9635443704903;1243;-45.6026834012766;-40;1243;-45
POLY_0_0_86;-40;-1243;45;-40;-1243;-8.88178419700125E-15;-40;-1243;-45
POLY_0_0_88;-40;1243;-45;-40;1243;-8.88178419700125E-15;-40;1243;45
POLY_0_0_102;-35;-1243;50;-35.6026834012766;-1243;49.9635443704903;-36.1965783214378;-1243;49.8547090871303;-36.7730244352127;-1243;49.6750812134271;-37.3236158602188;-1243;49.4272801282661;-37.8403237336558;-1243;49.1149193294683;-38.315613291204;-1243;48.7425537408555;-38.7425537408555;-1243;48.315613291204;-39.1149193294683;-1243;47.8403237336558;-39.427280128266;-1243;47.3236158602188;-39.6750812134271;-1243;46.7730244352127;-39.8547090871302;-1243;46.1965783214378;-39.9635443704902;-1243;45.6026834012766;-40;-1243;45
POLY_0_0_116;-40;1243;45;-39.9635443704903;1243;45.6026834012766;-39.8547090871302;1243;46.1965783214378;-39.6750812134271;1243;46.7730244352127;-39.427280128266;1243;47.3236158602188;-39.1149193294683;1243;47.8403237336558;-38.7425537408555;1243;48.315613291204;-38.315613291204;1243;48.7425537408555;-37.8403237336558;1243;49.1149193294683;-37.3236158602188;1243;49.4272801282661;-36.7730244352127;1243;49.6750812134271;-36.1965783214378;1243;49.8547090871303;-35.6026834012766;1243;49.9635443704903;-35;1243;50
POLY_0_0_118;1.46549439250521E-14;-1233.20204102887;50;10;-1243;50
POLY_0_0_120;22;-1243;50;10;-1243;50
POLY_0_0_122;22;-1243;50;30;-1236;50
POLY_0_0_124;30;-1236;50;33;-1199;50
POLY_0_0_126;33;-1199;50;35;-1199;50
POLY_0_0_128;35;1199;50;33;1199;50
POLY_0_0_130;33;1199;50;30;1236;50
POLY_0_0_132;30;1236;50;22;1243;50
POLY_0_0_134;10;1243;50;22;1243;50
POLY_0_0_136;10;1243;50;1.46549439250521E-14;1233.20204102887;50
POLY_0_0_138;1.46549439250521E-14;1233.20204102887;50;-9.99999999999999;1243;50
POLY_0_0_140;-35;1243;50;-9.99999999999998;1243;50
POLY_0_0_142;-9.99999999999999;-1243;50;-35;-1243;50
POLY_0_0_144;-9.99999999999999;-1243;50;1.46549439250521E-14;-1233.20204102887;50
POLY_0_0_158;35;-1199;50;35.6026834012766;-1199;49.9635443704903;36.1965783214378;-1199;49.8547090871303;36.7730244352127;-1199;49.6750812134271;37.3236158602189;-1199;49.427280128266;37.8403237336558;-1199;49.1149193294683;38.315613291204;-1199;48.7425537408555;38.7425537408555;-1199;48.315613291204;39.1149193294683;-1199;47.8403237336558;39.427280128266;-1199;47.3236158602188;39.6750812134271;-1199;46.7730244352127;39.8547090871302;-1199;46.1965783214378;39.9635443704903;-1199;45.6026834012766;40;-1199;45
POLY_0_0_172;40;1199;45;39.9635443704903;1199;45.6026834012766;39.8547090871303;1199;46.1965783214378;39.6750812134271;1199;46.7730244352127;39.4272801282661;1199;47.3236158602188;39.1149193294683;1199;47.8403237336558;38.7425537408555;1199;48.315613291204;38.315613291204;1199;48.7425537408555;37.8403237336558;1199;49.1149193294683;37.3236158602189;1199;49.4272801282661;36.7730244352127;1199;49.6750812134271;36.1965783214378;1199;49.8547090871303;35.6026834012766;1199;49.9635443704903;35;1199;50
POLY_0_0_174;40;-1199;45;40;-1199;-1.77635683940025E-14;40;-1199;-45
POLY_0_0_176;40;1199;-45;40;1199;-8.88178419700125E-15;40;1199;45
