POLY_0_0_15;30;-1330;-34;29.9622732593595;-1330;-34.6717868566199;29.8495674730909;-1330;-35.3351256037379;29.6632999818502;-1330;-35.981674371731;29.4058132074145;-1330;-36.6033024347054;29.0803451953697;-1330;-37.192192459092;28.6909888948082;-1330;-37.7409388111524;28.2426406871193;-1330;-38.2426406871193;27.7409388111524;-1330;-38.6909888948082;27.192192459092;-1330;-39.0803451953697;26.6033024347053;-1330;-39.4058132074145;25.981674371731;-1330;-39.6632999818502;25.3351256037379;-1330;-39.8495674730909;24.6717868566198;-1330;-39.9622732593595;24;-1330;-40
POLY_0_0_30;24;-709.999999999997;-40;24.6717868566198;-709.999999999997;-39.9622732593595;25.3351256037379;-709.999999999997;-39.8495674730909;25.981674371731;-709.999999999997;-39.6632999818502;26.6033024347053;-709.999999999997;-39.4058132074145;27.192192459092;-709.999999999997;-39.0803451953697;27.7409388111524;-709.999999999997;-38.6909888948082;28.2426406871193;-709.999999999997;-38.2426406871193;28.6909888948082;-709.999999999997;-37.7409388111524;29.0803451953697;-709.999999999997;-37.192192459092;29.4058132074145;-709.999999999997;-36.6033024347054;29.6632999818502;-709.999999999997;-35.981674371731;29.8495674730909;-709.999999999997;-35.3351256037379;29.9622732593595;-709.999999999997;-34.6717868566199;30;-709.999999999997;-34
POLY_0_0_32;24;-1330;-40;-24;-1330;-40
POLY_0_0_34;-24;-709.999999999997;-40;24;-709.999999999997;-40
POLY_0_0_49;-24;-1330;-40;-24.6717868566198;-1330;-39.9622732593594;-25.3351256037379;-1330;-39.8495674730909;-25.981674371731;-1330;-39.6632999818502;-26.6033024347053;-1330;-39.4058132074145;-27.192192459092;-1330;-39.0803451953697;-27.7409388111524;-1330;-38.6909888948082;-28.2426406871193;-1330;-38.2426406871193;-28.6909888948082;-1330;-37.7409388111524;-29.0803451953697;-1330;-37.192192459092;-29.4058132074145;-1330;-36.6033024347053;-29.6632999818502;-1330;-35.981674371731;-29.8495674730909;-1330;-35.3351256037379;-29.9622732593595;-1330;-34.6717868566198;-30;-1330;-34
POLY_0_0_64;-30;-709.999999999997;-34;-29.9622732593595;-709.999999999997;-34.6717868566198;-29.8495674730909;-709.999999999997;-35.3351256037379;-29.6632999818502;-709.999999999997;-35.981674371731;-29.4058132074145;-709.999999999997;-36.6033024347053;-29.0803451953697;-709.999999999997;-37.192192459092;-28.6909888948082;-709.999999999997;-37.7409388111524;-28.2426406871193;-709.999999999997;-38.2426406871193;-27.7409388111524;-709.999999999997;-38.6909888948082;-27.192192459092;-709.999999999997;-39.0803451953697;-26.6033024347053;-709.999999999997;-39.4058132074145;-25.981674371731;-709.999999999997;-39.6632999818502;-25.3351256037379;-709.999999999997;-39.8495674730909;-24.6717868566198;-709.999999999997;-39.9622732593594;-24;-709.999999999997;-40
POLY_0_0_66;-30;-1333;3.80850906367414E-11;-30;-1333;-33.9999999999588
POLY_0_0_68;-30;-1387;-33.9999999999588;-30;-1387;3.83693077310454E-11
POLY_0_0_70;-30;-1387;3.83693077310454E-11;-30;-1390;3.83693077310454E-11
POLY_0_0_72;-30;-1390;34;-30;-1390;3.83693077310454E-11
POLY_0_0_74;-30;1390;34;-30;1390;3.83693077310454E-11
POLY_0_0_76;-30;1390;3.83693077310454E-11;-30;1387;3.80850906367414E-11
POLY_0_0_78;-30;1387;3.80850906367414E-11;-30;1387;-33.9999999999588
POLY_0_0_80;-30;1333;-33.9999999999588;-30;1333;3.83693077310454E-11
POLY_0_0_82;-30;1333;3.83693077310454E-11;-30;1330;3.83693077310454E-11
POLY_0_0_84;-30;1330;3.83693077310454E-11;-30;1330;-34
POLY_0_0_86;-30;709.999999999999;-34;-30;709.999999999999;3.83693077310454E-11
POLY_0_0_88;-30;709.999999999999;3.83693077310454E-11;-30;706.999999999999;3.80850906367414E-11
POLY_0_0_90;-30;706.999999999999;3.80850906367414E-11;-30;706.999999999999;-33.9999999999588
POLY_0_0_92;-30;653.000000000003;-33.9999999999588;-30;653.000000000003;3.83693077310454E-11
POLY_0_0_94;-30;653.000000000003;3.83693077310454E-11;-30;650.000000000003;3.83693077310454E-11
